first_name,second_name,goals_scored,assists,minutes,goals_conceded,creativity,influence,threat,ict_index,clean_sheets,red_cards,yellow_cards,now_cost
Pascal,Groß,3,8,2479,28,1087.8,620.4,415.0,212.3,10,0,3,58
Shane,Duffy,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Davy,Pröpper,0,0,209,2,5.1,24.0,52.0,8.2,0,0,0,47
Aaron,Mooy,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50
Dan,Burn,1,0,2057,28,183.1,389.0,214.0,78.2,6,0,5,42
Lewis,Dunk,5,0,2932,40,136.7,720.4,443.0,130.2,11,2,5,48
Martín,Montoya,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Florin,Andone,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,48
Solomon,March,2,2,1670,25,414.3,368.6,322.0,110.5,7,0,0,49
Adam,Webster,1,0,2594,35,96.6,505.4,244.0,84.6,9,0,4,43
Joël,Veltman,1,1,2280,27,366.0,484.4,169.0,102.1,9,0,3,43
Neal,Maupay,8,2,2508,34,443.2,442.2,1103.0,198.5,10,1,1,58
Leandro,Trossard,5,6,2602,30,725.1,543.4,759.0,202.8,12,0,2,55
Alireza,Jahanbakhsh,0,1,520,9,162.8,73.2,221.0,45.5,1,0,3,54
José,Izquierdo,0,0,8,0,1.3,3.2,7.0,1.2,0,0,0,55
Matthew,Clarke,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Ben,White,0,0,3192,44,152.5,488.6,153.0,79.7,12,1,3,45
Bernardo,Fernandes da Silva Junior,0,0,205,3,32.4,27.2,69.0,12.8,0,0,0,39
Yves,Bissouma,1,0,3112,42,295.5,523.6,196.0,101.1,11,1,8,44
Tariq,Lamptey,1,3,887,15,162.9,147.8,156.0,46.7,2,1,2,46
Aaron,Connolly,2,1,783,17,74.1,104.2,307.0,48.2,1,0,0,52
Steven,Alzate,1,0,892,17,154.9,132.2,88.0,37.6,5,0,2,41
Alexis,Mac Allister,1,1,1108,14,210.6,170.6,235.0,61.5,5,0,1,53
Christian,Walton,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Jason,Steele,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Jayson,Molumby,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,45
Andi,Zeqiri,0,0,164,2,18.8,16.0,107.0,14.2,0,0,0,50
Danny,Welbeck,6,4,1541,18,269.7,319.8,595.0,117.7,6,0,0,55
Robert,Sánchez,0,0,2430,27,10.0,542.2,4.0,55.8,10,0,2,45
Percy,Tau,0,1,101,2,35.8,26.8,6.0,6.9,0,0,0,49
Jakub,Moder,0,0,643,10,62.2,63.8,162.0,28.8,2,0,0,50
Reda,Khadra,0,0,4,0,0.0,0.0,2.0,0.2,0,0,0,45
Teddy,Jenks,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Max,Sanders,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Jensen,Weir,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Thomas,McGill,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Michal,Karbownik,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Moisés,Caicedo,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50
Dale,Stephens,0,0,257,4,8.3,31.0,41.0,8.0,0,0,1,42
James,Tarkowski,1,0,3240,50,148.0,773.4,350.0,127.7,11,0,6,53
Phil,Bardsley,0,0,273,8,12.9,39.4,6.0,5.9,0,0,2,44
Erik,Pieters,0,3,1260,19,77.0,199.4,63.0,34.0,3,0,1,43
Jack,Cork,0,0,1350,24,126.2,140.0,82.0,34.9,4,0,2,50
Kevin,Long,0,0,636,13,12.0,102.6,25.0,14.0,1,0,2,43
Jay,Rodriguez,1,3,1248,25,97.4,149.8,449.0,68.9,4,0,3,57
Ashley,Barnes,3,0,1324,19,243.6,153.8,548.0,93.8,6,0,4,60
Ben,Mee,2,0,2693,41,71.6,691.0,312.0,107.9,10,0,3,47
Ashley,Westwood,3,4,3410,55,843.2,559.2,156.0,156.1,11,0,7,53
Johann Berg,Gudmundsson,2,0,1358,24,160.8,193.6,170.0,52.3,3,0,2,54
Chris,Wood,12,3,2741,43,323.2,595.8,1129.0,204.0,9,0,0,66
Matthew,Lowton,1,1,3060,47,380.8,551.2,125.0,105.8,10,0,5,44
Matej,Vydra,3,2,1359,24,194.0,197.4,491.0,87.3,3,0,0,48
Ben,Gibson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Robbie,Brady,1,1,1047,6,133.9,174.2,168.0,47.2,7,0,3,50
Nick,Pope,0,0,2880,37,20.0,846.6,2.0,86.8,11,0,1,55
Charlie,Taylor,0,2,2425,42,248.5,494.4,52.0,79.5,8,0,1,44
Josh,Brownhill,0,1,2812,42,309.1,350.4,384.0,104.5,10,0,2,49
Bailey,Peacock-Farrell,0,0,360,14,0.0,82.6,0.0,8.2,0,0,0,40
Dwight,McNeil,2,5,3068,50,790.3,591.8,277.0,166.3,11,0,1,57
Jimmy,Dunne,1,0,270,6,22.1,79.6,81.0,18.3,0,0,1,38
Bobby,Thomas,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Josh,Benson,0,0,260,7,7.9,16.0,13.0,3.7,1,0,0,44
Anthony,Driscoll-Glennon,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Mace,Goodridge,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Will,Norris,0,0,180,4,10.0,15.2,0.0,2.6,0,0,0,40
Max,Thompson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Lewis,Richardson,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,45
Anthony,Mancini,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Joel,Mumbongo,0,0,37,1,1.8,0.0,0.0,0.1,0,0,1,45
Richard,Nartey,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Willy,Caballero,0,0,90,3,0.0,4.2,0.0,0.4,0,0,0,46
César,Azpilicueta,1,2,2187,20,413.3,502.2,164.0,107.9,13,1,5,58
Olivier,Giroud,4,0,740,5,112.0,161.4,403.0,67.2,4,0,1,67
Marcos,Alonso,2,1,958,13,204.1,224.2,328.0,75.6,5,0,2,56
Jorge Luiz,Frello Filho,7,2,2006,17,383.5,588.8,175.0,114.9,14,0,2,47
Mateo,Kovacic,0,1,1809,26,384.8,332.4,153.0,87.0,9,0,4,53
Antonio,Rüdiger,1,0,1710,10,83.8,368.6,201.0,65.4,11,0,0,47
Kurt,Zouma,5,0,2027,25,72.6,577.8,339.0,99.0,9,0,3,53
Emerson,Palmieri dos Santos,0,0,88,0,7.7,17.4,2.0,2.7,1,0,0,47
Kepa,Arrizabalaga,0,0,585,8,0.0,113.6,0.0,11.3,2,0,1,47
N'Golo,Kanté,0,2,2140,24,347.3,449.0,96.0,89.7,10,0,7,49
Hakim,Ziyech,2,3,1164,7,485.6,274.8,369.0,112.8,10,0,3,79
Andreas,Christensen,0,0,1371,17,80.9,293.4,34.0,40.9,8,1,2,47
Timo,Werner,6,12,2598,29,532.4,514.8,1276.0,232.5,13,0,2,92
Tammy,Abraham,6,2,1031,12,121.6,277.2,483.0,86.6,5,0,0,71
Christian,Pulisic,4,3,1731,21,378.8,361.4,724.0,146.2,7,0,2,83
Mason,Mount,6,7,2887,32,1336.9,770.4,954.0,306.3,14,0,2,73
Fikayo,Tomori,0,0,45,2,0.1,26.6,0.0,2.7,0,0,0,47
Callum,Hudson-Odoi,2,3,1050,5,471.5,291.8,336.0,109.9,6,0,0,57
Reece,James,1,3,2367,29,697.3,527.4,399.0,162.8,9,0,3,51
Billy,Gilmour,0,0,259,2,50.9,36.0,8.0,9.5,1,0,0,43
Benjamin,Chilwell,3,6,2286,23,535.8,545.0,408.0,148.5,12,0,3,59
Thiago,Thiago,2,0,1935,25,84.9,537.8,223.0,84.5,10,1,3,56
Kai,Havertz,4,6,1512,15,307.7,325.0,514.0,114.2,8,0,2,83
Edouard,Mendy,0,0,2745,25,0.0,470.2,0.0,47.2,16,0,2,53
Karlo,Ziger,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Faustino,Anjorin,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Valentino,Livramento,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Michy,Batshuayi,2,2,717,15,113.5,132.8,210.0,45.5,2,0,0,57
Gary,Cahill,1,1,1800,39,90.1,406.2,157.0,65.7,4,0,3,45
Wayne,Hennessey,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Mamadou,Sakho,0,0,275,8,1.6,36.6,6.0,4.5,0,0,0,44
Vicente,Guaita,0,0,3330,64,0.0,819.4,0.0,82.2,8,0,2,48
James,Tomkins,0,0,551,12,11.4,101.2,29.0,14.1,2,0,1,44
James,McArthur,0,2,1465,26,202.2,285.2,65.0,55.2,4,0,3,52
James,McCarthy,0,0,816,15,87.2,112.2,10.0,20.9,2,0,1,43
Christian,Benteke,10,2,1808,34,236.5,512.6,1030.0,177.7,5,1,1,55
Cheikhou,Kouyaté,1,0,3121,56,103.0,574.8,134.0,81.3,8,0,4,48
Joel,Ward,0,1,2255,43,118.2,366.8,28.0,51.3,7,0,5,43
Martin,Kelly,0,0,1,0,0.0,2.2,0.0,0.2,0,0,0,41
Connor,Wickham,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Andros,Townsend,1,5,2250,37,694.6,511.4,311.0,152.1,7,0,0,55
Luka,Milivojevic,1,1,2357,47,329.6,410.8,143.0,88.4,7,1,8,56
Patrick,van Aanholt,0,2,1775,36,195.3,298.6,198.0,69.1,4,0,2,54
Jordan,Ayew,1,4,2086,42,238.6,278.6,451.0,96.6,6,0,4,56
Wilfried,Zaha,11,4,2612,52,428.5,572.6,1003.0,200.4,6,0,6,71
Jeffrey,Schlupp,2,3,1415,26,242.1,336.6,304.0,88.2,5,0,3,53
Max,Meyer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,47
Jairo,Riedewald,2,0,1810,39,160.4,274.0,88.0,52.4,4,0,4,44
Nathan,Ferguson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,38
Tyrick,Mitchell,1,2,1710,32,76.8,387.6,60.0,52.5,4,0,1,38
Brandon,Pierrick,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Scott,Dann,1,1,1350,24,17.0,284.6,99.0,40.3,2,0,1,42
Eberechi,Eze,4,8,2555,51,653.1,516.2,383.0,155.4,6,0,3,58
Sam,Woods,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Ryan,Inniss,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Nathaniel,Clyne,0,1,1145,22,84.3,150.8,34.0,27.2,2,0,2,45
Stephen,Henderson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Jack,Butland,0,0,90,2,0.0,16.6,0.0,1.7,0,0,0,45
Jean-Philippe,Mateta,1,0,215,4,16.2,46.6,80.0,14.0,0,0,0,53
Reece,Hannam,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Jesurun,Rak-Sakyi,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Fabian,Delph,0,0,260,6,29.8,37.0,1.0,6.8,0,0,1,48
Gylfi,Sigurdsson,6,5,2244,29,644.2,530.6,510.0,168.8,10,0,2,68
Jonas,Lössl,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Seamus,Coleman,0,3,1607,19,268.2,322.6,189.0,78.0,8,0,0,49
Cenk,Tosun,0,0,44,3,11.6,2.2,4.0,1.8,0,0,1,60
Bernard,Anício Caldeira Duarte,1,0,447,7,142.7,104.8,80.0,32.7,2,0,2,57
Lucas,Digne,0,9,2681,42,704.2,592.6,136.0,143.5,9,1,2,62
Michael,Keane,3,1,2989,43,87.8,814.0,243.0,114.5,11,0,4,50
Jordan,Pickford,0,0,2742,39,10.1,698.4,0.0,70.9,10,0,1,48
André Filipe,Tavares Gomes,0,1,1559,22,244.5,189.0,103.0,53.0,5,0,3,53
Alex,Iwobi,1,3,1530,21,263.1,262.6,233.0,76.0,5,0,0,59
Jonjoe,Kenny,0,0,78,1,8.1,11.0,8.0,2.8,0,0,0,43
Jean-Philippe,Gbamin,0,0,11,1,0.9,3.8,0.0,0.5,0,0,0,50
Yerry,Mina,2,0,1936,22,23.5,496.2,200.0,72.3,6,0,2,55
Tom,Davies,0,1,1417,23,112.0,205.6,30.0,34.7,5,0,3,52
Dominic,Calvert-Lewin,16,6,2871,39,308.0,745.8,1439.0,249.0,11,0,3,75
Mason,Holgate,1,0,2286,32,126.0,432.2,80.0,64.1,9,0,9,48
Richarlison,de Andrade,7,6,2862,38,359.7,576.4,1147.0,208.3,11,1,4,77
João,Virgínia,0,0,47,0,0.0,25.0,0.0,2.5,0,0,0,43
Anthony,Gordon,0,0,87,0,12.7,14.4,4.0,3.1,0,0,0,43
Moise,Kean,0,0,13,0,1.3,0.0,11.0,0.9,0,0,0,57
Jarrad,Branthwaite,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Allan,Marques Loureiro,0,0,2050,30,233.3,366.6,42.0,64.4,7,0,6,52
James,Rodríguez,6,5,1763,27,585.6,499.2,399.0,148.7,5,0,4,77
Abdoulaye,Doucouré,2,3,2443,36,319.4,433.8,267.0,102.1,9,0,6,51
Niels,Nkounkou,0,0,80,1,5.7,15.0,1.0,2.2,0,0,1,40
Ben,Godfrey,0,2,2683,35,84.3,610.4,152.0,84.8,11,0,4,51
Robin,Olsen,0,0,630,9,0.0,166.4,0.0,16.7,2,0,1,45
Ellis,Simms,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Tyler,Onyango,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Joshua,King,0,0,138,2,5.6,13.4,31.0,5.0,0,0,0,50
Kyle,John,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Nathan,Broadhead,0,0,2,0,0.0,2.0,0.0,0.2,0,0,0,45
Ryan,Astley,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Harry,Tyrer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Reece,Welch,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Isaac,Price,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Ruben,Loftus-Cheek,1,0,1962,22,274.2,201.6,439.0,91.4,11,0,3,59
Fabricio,Agosto Ramírez,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Kevin,McDonald,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,47
Maxime,Le Marchand,0,0,122,1,1.6,12.6,1.0,1.6,0,0,2,41
Stefan,Johansen,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,47
Tom,Cairney,1,1,758,15,278.3,170.6,124.0,57.3,1,0,2,52
Tim,Ream,0,0,630,13,8.1,133.6,2.0,14.5,0,0,0,42
Anthony,Knockaert,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50
Michael,Hector,0,0,262,10,11.3,40.8,18.0,6.9,0,0,2,41
Cyrus,Christie,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,42
Neeskens,Kebano,0,0,116,3,14.6,1.4,47.0,5.9,0,0,0,47
Bobby,Decordova-Reid,5,3,2367,32,254.1,384.8,503.0,114.1,9,0,7,53
Joe,Bryan,1,1,663,17,100.4,143.2,85.0,32.8,0,0,2,45
Marcus,Bettinelli,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Aleksandar,Mitrović,3,3,1389,24,323.8,245.6,697.0,124.9,1,0,3,55
Alfie,Mawson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Marek,Rodák,0,0,180,5,0.0,32.6,0.0,3.2,0,0,0,43
Ivan Ricardo,Neves Abreu Cavaleiro,3,0,2465,43,647.2,347.0,530.0,152.5,7,0,2,53
Josh,Onomah,0,0,369,12,28.7,33.6,47.0,10.7,0,0,1,46
Jean Michaël,Seri,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,46
Aboubakar,Kamara,0,0,307,9,76.8,22.6,39.0,13.2,0,1,1,48
André-Frank,Zambo Anguissa,0,3,2581,40,409.4,507.6,312.0,123.1,6,0,6,44
Zeze Steven,Sessegnon,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Harrison,Reed,0,3,2243,35,330.4,421.2,82.0,83.5,9,0,5,44
Antonee,Robinson,0,0,2159,28,475.8,451.4,178.0,110.8,5,1,4,44
Mario,Lemina,1,1,1696,27,169.5,294.0,134.0,59.9,3,0,5,45
Alphonse,Areola,0,0,3240,48,0.0,876.2,0.0,87.4,9,0,2,45
Kenny,Tete,0,1,1477,27,312.4,330.8,98.0,74.2,5,0,3,43
Denis,Odoi,0,0,270,10,20.8,35.4,8.0,6.4,0,0,1,42
Ademola,Lookman,4,4,2746,33,884.6,514.2,928.0,232.7,10,0,5,47
Ola,Aina,2,1,2664,36,248.8,483.6,144.0,87.7,8,0,3,43
Joachim,Andersen,1,1,2729,36,109.3,582.8,151.0,84.5,9,1,6,45
Tosin,Adarabioyo,0,1,2953,41,70.1,673.8,223.0,97.1,9,0,1,45
Terence,Kongolo,0,0,90,1,4.7,16.8,2.0,2.4,0,0,0,43
Josh,Maja,3,0,804,9,103.2,138.0,314.0,55.3,5,0,0,50
Fabio,Carvalho,1,0,254,6,30.8,72.4,161.0,26.5,0,0,0,45
Sylvester,Jasper,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Tyrese,Francois,0,0,14,1,1.3,1.2,0.0,0.3,0,0,0,45
Wes,Morgan,0,0,16,0,0.1,3.0,0.0,0.3,0,0,0,44
Kasper,Schmeichel,0,0,3420,50,0.0,769.0,0.0,76.9,11,0,0,54
Christian,Fuchs,0,0,701,9,33.9,137.0,22.0,19.2,3,0,4,45
Jonny,Evans,2,2,2473,31,129.0,532.4,115.0,77.9,10,0,7,56
Adrien,Silva,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Marc,Albrighton,1,7,1735,22,544.2,412.6,282.0,123.9,4,0,2,52
Matty,James,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Danny,Ward,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Jamie,Vardy,15,14,2838,44,356.6,819.2,1306.0,248.3,8,0,1,102
Dennis,Praet,1,2,714,11,132.1,119.2,120.0,36.9,3,0,0,52
Ricardo Domingos,Barbosa Pereira,0,1,954,19,162.4,183.4,144.0,48.9,2,0,3,59
Daniel,Amartey,1,0,718,12,10.9,155.0,61.0,22.7,0,0,3,39
Youri,Tielemans,6,4,3356,50,788.2,840.4,462.0,209.1,11,0,6,64
Ayoze,Pérez,2,1,1322,21,323.6,255.6,482.0,106.1,5,0,2,60
Demarai,Gray,0,0,18,0,1.3,0.2,3.0,0.5,0,0,0,51
James,Maddison,8,7,2093,28,770.3,588.4,668.0,202.5,10,0,4,72
Kelechi,Iheanacho,12,2,1452,23,413.9,540.2,814.0,176.5,5,0,1,62
Hamza,Choudhury,0,0,311,2,13.5,34.0,29.0,7.6,2,0,1,46
Harvey,Barnes,9,5,1944,25,359.0,556.4,810.0,172.7,7,0,0,66
Wilfred,Ndidi,1,4,2175,31,234.5,549.2,78.0,86.2,7,0,6,48
Filip,Benkovic,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Çaglar,Söyüncü,1,0,1816,30,114.4,403.6,157.0,67.7,5,0,2,53
James,Justin,2,2,2070,25,290.7,472.2,195.0,96.0,9,0,4,48
Luke,Thomas,1,0,968,18,111.7,169.0,101.0,38.1,1,0,2,41
Timothy,Castagne,2,4,2345,37,350.2,486.6,181.0,101.7,6,0,1,58
Nampalys,Mendy,0,1,1452,25,118.7,153.0,23.0,29.6,4,0,5,42
Cengiz,Ünder,0,2,275,5,87.5,73.4,88.0,24.9,0,0,0,57
Wesley,Fofana,0,1,2260,30,107.8,502.0,121.0,73.4,7,0,7,50
Islam,Slimani,0,0,19,1,11.7,0.2,6.0,1.8,0,0,0,49
Vontae,Daley-Campbell,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Thakgalo,Leshabela,0,0,9,0,1.4,0.6,0.0,0.2,0,0,0,44
Sidnei,Tavares,0,0,84,1,1.2,9.6,9.0,2.0,0,0,0,44
Shane,Flynn,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Thanawat,Suengchitthawon,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Tawanda,Maswanhise,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Pablo,Hernández Domínguez,0,3,414,6,97.9,84.0,153.0,33.4,1,0,1,57
Francisco,Casilla Cortés,0,0,270,2,0.0,68.0,0.0,6.8,1,0,0,41
Liam,Cooper,1,0,2186,41,17.7,620.4,259.0,89.8,6,1,4,43
Barry,Douglas,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,38
Luke,Ayling,0,0,3399,54,421.4,843.2,350.0,161.6,12,0,7,44
Mateusz,Klich,4,5,2386,44,661.4,464.6,333.0,145.7,8,0,6,52
Adam,Forshaw,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,48
Stuart,Dallas,8,3,3410,53,454.6,756.8,527.0,174.2,12,0,7,55
