first_name,second_name,goals_scored,assists,minutes,goals_conceded,creativity,influence,threat,ict_index,clean_sheets,red_cards,yellow_cards,now_cost
Andrey,Nascimento dos Santos,0,0,7,0,0.5,0.0,3.0,0.2,0,0,0,42
Kepa,Arrizabalaga,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50
Pierre-Emerick,Aubameyang,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,65
César,Azpilicueta,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Abdul Rahman,Baba,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Benoît,Badiashile,0,1,1337,31,87.4,336.4,51.0,47.5,3,0,3,44
Marcus,Bettinelli,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,40
Trevoh,Chalobah,1,0,949,14,45.4,250.8,38.0,33.4,3,0,1,43
Ben,Chilwell,0,2,752,14,212.8,128.4,139.0,48.0,1,0,5,54
Carney,Chukwuemeka,1,1,222,5,68.6,78.4,52.0,19.9,0,0,2,42
Levi,Colwill,1,1,1794,26,113.2,394.6,163.0,67.2,5,0,2,46
Marc,Cucurella Saseta,0,3,1783,33,283.9,384.4,122.0,79.3,4,0,10,49
Enzo,Fernández,3,3,2208,47,567.7,527.2,369.0,146.3,5,0,7,48
Wesley,Fofana,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Conor,Gallagher,5,8,3129,56,821.5,754.8,401.0,197.4,8,1,7,54
Malo,Gusto,0,6,1746,28,494.8,434.8,174.0,110.4,5,1,7,43
Reece,James,0,2,416,13,172.1,137.4,61.0,37.1,0,2,0,53
Romelu,Lukaku Bolingoli,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,68
Noni,Madueke,5,3,1044,19,287.5,341.6,401.0,102.8,4,0,2,53
Mykhailo,Mudryk,5,5,1564,28,457.5,347.2,420.0,122.4,7,0,5,63
Nicolas,Jackson,14,6,2801,48,501.7,783.8,1098.0,237.7,9,0,10,70
Christopher,Nkunku,3,0,437,12,74.5,134.6,222.0,42.7,0,0,0,72
Christian,Pulisic,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,55
Malang,Sarr,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Gabriel,Słonina,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Raheem,Sterling,8,8,1972,38,473.7,502.8,747.0,172.1,5,0,7,68
Thiago,Emiliano da Silva,3,1,2525,45,138.7,797.0,165.0,110.6,7,0,4,50
Hakim,Ziyech,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,54
Cole,Palmer,22,13,2617,46,1022.5,1240.2,1016.0,327.8,7,0,7,63
Ângelo Gabriel,Borges Damaceno,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50
Ian,Maatsen,0,0,200,5,44.8,29.4,29.0,10.3,0,0,1,51
Axel,Disasi,2,0,2579,50,105.5,573.2,172.0,85.1,5,0,6,49
Lesley,Ugochukwu,0,0,296,6,44.4,60.8,4.0,10.9,1,0,2,44
Mason,Burstow,0,0,8,1,0.6,0.4,2.0,0.3,0,0,0,45
Lucas,Bergström,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Roméo,Lavia,0,0,32,0,1.9,3.6,0.0,0.6,0,0,0,49
Bashir,Humphreys,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Deivid Washington,de Souza Eugênio,0,0,11,1,0.1,0.0,4.0,0.4,0,0,0,45
Eddie,Beach,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Diego Manuel Jadon,da Silva Moreira,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Đorđe,Petrović,0,0,1986,38,0.0,567.8,0.0,56.8,5,0,2,47
Alfie,Gilchrist,1,0,200,6,8.6,70.6,33.0,11.1,1,0,1,40
Ronnie,Stutter,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Alex,Matos,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,45
Josh,Brooking,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Leo,Castledine,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Cesare,Casadei,0,0,71,3,27.4,19.8,2.0,5.1,0,0,0,45
Ishé,Samuels-Smith,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Ollie,Harrison,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Jimi,Tauriainen,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,45
Josh,Acheampong,0,0,5,0,0.0,15.0,0.0,1.5,0,0,0,40
Teddy,Sharman-Lowe,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Tyrique,George,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Kiano,Dyer,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Ted,Curd,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Zak,Sturge,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Rob,Holding,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43
Naouirou,Ahamada,0,0,332,14,25.2,41.2,61.0,12.9,0,1,2,43
Joachim,Andersen,2,3,3416,58,301.1,873.6,253.0,143.1,10,0,7,47
Jordan,Ayew,4,7,2540,39,445.2,517.6,550.0,151.1,11,1,7,53
Nathaniel,Clyne,0,1,1335,16,67.8,179.6,21.0,27.0,5,0,0,43
Cheick,Doucouré,0,0,920,12,138.5,165.8,36.0,34.2,3,0,2,48
Malcolm,Ebiowei,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Odsonne,Edouard,7,0,1545,24,256.7,359.6,663.0,128.0,6,0,4,53
Eberechi,Eze,11,5,2054,28,810.0,740.4,735.0,228.7,8,0,3,60
Vicente,Guaita,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Marc,Guéhi,0,1,2020,32,106.6,417.8,35.0,56.1,6,0,2,42
Will,Hughes,0,2,1886,38,338.6,319.2,67.0,72.3,8,0,6,49
Sam,Johnstone,0,0,1796,27,0.0,321.4,0.0,32.2,6,0,1,43
Jefferson,Lerma Solís,1,1,2399,46,366.1,417.6,240.0,102.4,5,0,8,47
Jean-Philippe,Mateta,16,7,2274,44,404.0,775.0,741.0,191.9,8,0,3,51
Remi,Matthews,0,0,3,1,0.0,1.0,0.0,0.1,0,0,0,39
Tyrick,Mitchell,2,3,3204,55,393.7,669.8,209.0,127.4,10,0,6,45
Jake,O'Brien,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Michael,Olise,10,6,1272,19,568.7,627.6,556.0,175.4,3,0,0,57
Luke,Plange,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Chris,Richards,1,1,2091,38,87.5,456.2,108.0,65.2,4,0,3,39
Jairo,Riedewald,0,0,228,3,9.3,24.6,14.0,4.8,1,0,0,43
Jeffrey,Schlupp,2,2,1340,25,234.2,279.8,229.0,74.1,4,0,1,48
James,Tomkins,0,0,8,2,0.3,3.0,0.0,0.3,0,0,0,39
Joel,Ward,0,1,1978,34,79.0,348.2,41.0,46.8,5,0,4,45
Joe,Whitworth,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Dean,Henderson,0,0,1620,30,0.0,434.8,0.0,43.7,4,0,2,44
Matheus,França de Oliveira,0,2,224,7,77.7,36.4,53.0,16.5,0,0,1,48
Jesurun,Rak-Sakyi,0,0,132,3,28.2,23.2,58.0,11.0,1,0,0,45
John-Kymani,Gordon,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Ademola,Ola-Adebomi,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
David,Ozoh,0,0,148,5,4.0,25.2,0.0,2.9,0,0,1,45
Jadan,Raymond,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Tayo,Adaramola,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Daniel,Muñoz,0,4,1440,22,265.6,331.0,119.0,71.7,5,0,4,45
Adam,Wharton,0,3,1296,16,287.9,255.0,29.0,57.3,7,0,2,50
Franco,Umeh-Chibueze,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Kaden,Rodney,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Roshaun,Mathurin,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
André,Tavares Gomes,1,0,505,7,88.3,72.8,81.0,24.1,3,0,4,44
Jarrad,Branthwaite,3,1,3116,44,67.2,789.4,185.0,104.3,12,0,8,45
Dominic,Calvert-Lewin,7,3,2166,27,255.6,403.0,901.0,154.8,13,0,2,58
Seamus,Coleman,0,0,661,10,49.9,108.6,6.0,16.5,4,0,0,44
Dele,Alli,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,48
Abdoulaye,Doucouré,7,3,2632,36,456.5,462.4,687.0,161.0,12,0,7,55
James,Garner,1,2,3001,47,663.1,526.6,244.0,143.5,11,0,7,49
Jean-Philippe,Gbamin,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Ben,Godfrey,0,0,1120,13,64.9,221.4,156.0,44.3,4,0,2,43
Demarai,Gray,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,53
Idrissa,Gueye,4,0,1885,25,237.1,406.8,154.0,79.7,7,0,8,48
Michael,Keane,1,0,437,13,4.6,108.2,92.0,20.5,1,0,2,42
Dwight,McNeil,3,8,2891,39,1110.8,615.4,400.0,212.7,12,0,2,54
Vitalii,Mykolenko,2,1,2469,37,239.8,517.4,211.0,96.8,9,0,1,45
Amadou,Onana,2,0,2085,38,282.7,354.0,254.0,89.5,5,0,5,47
Nathan,Patterson,0,2,1000,21,138.2,207.2,26.0,37.3,2,0,4,43
Jordan,Pickford,0,0,3420,51,43.4,969.2,0.0,101.3,13,0,5,48
Ellis,Simms,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
James,Tarkowski,1,1,3420,51,269.6,915.4,320.0,150.9,13,0,11,46
João,Neves Virgínia,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Andy,Lonergan,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Ashley,Young,0,1,2277,34,365.2,284.8,87.0,74.0,9,1,5,44
Arnaut,Danjuma Groeneveld,1,0,587,10,79.3,73.6,271.0,42.4,2,0,0,52
Lewis,Dobbin,1,0,226,3,50.5,68.4,59.0,17.7,1,0,1,45
Youssef,Ramalho Chermiti,0,0,196,4,51.2,19.2,84.0,14.9,1,0,3,48
Thomas,Cannon,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,45
Tyler,Onyango,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,44
Jack,Harrison,3,3,2212,26,405.7,397.4,339.0,114.3,11,0,1,55
Norberto Bercique,Gomes Betuncal,3,0,943,20,139.6,158.8,425.0,71.3,2,0,2,57
Mackenzie,Hunt,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Jenson,Metcalfe,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Elijah,Campbell,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Lewis,Warrington,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,45
Billy,Crellin,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Armando,Broja,1,2,529,9,70.3,75.6,152.0,29.0,3,0,0,49
Alex,Iwobi,5,2,2331,41,718.8,504.2,534.0,175.9,7,0,2,53
Andreas,Hoelgebaum Pereira,3,9,2611,40,1254.3,503.6,417.0,217.8,14,0,6,53
Tom,Cairney,1,6,1472,27,407.2,335.2,170.0,90.9,4,0,3,49
Ivan,Neves Abreu Cavaleiro,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50
Bobby,De Cordova-Reid,6,3,1410,29,255.3,330.6,325.0,90.0,3,0,4,52
Issa,Diop,0,0,1423,26,20.5,348.8,37.0,40.8,5,1,2,44
Tyrese,Francois,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Anthony,Knockaert,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Terence,Kongolo,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Bernd,Leno,0,0,3420,61,0.1,1069.8,0.0,106.7,10,0,3,48
Saša,Lukić,1,0,1113,20,155.6,192.4,115.0,46.2,5,0,3,43
Kevin,Mbabu,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Aleksandar,Mitrović,0,0,32,0,0.3,6.4,26.0,3.3,0,0,0,74
Rodrigo,Muniz Carvalho,9,2,1589,27,213.1,409.0,875.0,148.2,6,0,1,43
João,Palhinha Gonçalves,4,1,2698,46,219.0,659.2,365.0,124.5,9,0,13,50
Tim,Ream,1,0,1503,31,18.2,339.8,45.0,40.4,3,1,2,44
Harrison,Reed,0,2,1317,23,212.6,213.8,45.0,47.2,6,0,6,43
Antonee,Robinson,0,6,3266,60,536.7,805.8,241.0,158.6,9,0,6,45
Marek,Rodák,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,39
Kenny,Tete,1,0,863,21,93.4,195.2,67.0,35.6,2,0,2,44
Tosin,Adarabioyo,2,0,1616,25,39.3,431.8,152.0,62.4,6,0,2,43
Carlos Vinícius,Alves Morais,2,0,306,5,61.3,83.6,139.0,28.2,0,0,2,45
Harry,Wilson,4,7,1603,30,357.3,375.0,340.0,107.2,5,0,6,53
Raúl,Jiménez,7,0,1390,29,185.9,335.8,440.0,95.1,4,1,3,50
Willian,Borges da Silva,4,3,2048,28,701.3,416.4,439.0,155.5,9,0,1,53
Calvin,Bassey,1,0,2299,42,34.8,462.8,50.0,55.0,6,1,4,44
Luc,De Fougerolles,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Jay,Stansfield,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Matthew,Dibley-Dias,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Adama,Traoré,2,3,363,13,108.1,164.2,140.0,41.3,0,0,2,49
Luke,Harris,0,0,74,5,0.7,3.2,17.0,2.1,0,0,0,45
Timothy,Castagne,1,3,2630,40,295.0,494.4,229.0,102.1,9,0,3,45
Steven,Benda,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Fodé,Ballo-Touré,0,0,65,1,2.2,13.6,2.0,1.9,0,0,1,45
Devan,Tanton,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Kristian,Sekularac,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Joshua,King,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Adrián,San Miguel del Castillo,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,38
Trent,Alexander-Arnold,3,5,2153,28,1027.5,601.8,237.0,186.8,8,0,6,84
Alisson,Ramses Becker,0,0,2520,30,10.4,671.2,0.0,68.1,8,0,1,57
Stefan,Bajcetic,0,0,25,2,0.3,7.8,0.0,0.8,0,0,0,47
Darwin,Núñez Ribeiro,11,11,2033,25,439.1,660.8,1223.0,232.4,6,0,9,75
Diogo,Teixeira da Silva,10,7,1141,11,290.2,483.8,639.0,141.4,5,1,1,79
Harvey,Elliott,3,9,1330,13,570.0,417.2,391.0,137.5,4,0,2,48
Fabio Henrique,Tavares,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50
Cody,Gakpo,8,5,1633,20,348.2,521.4,708.0,157.1,5,0,1,71
Joe,Gomez,0,2,1772,19,338.3,316.0,119.0,77.7,7,0,5,45
Jordan,Henderson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50
Curtis,Jones,1,1,1156,19,203.2,174.0,195.0,57.0,2,1,3,49
Caoimhin,Kelleher,0,0,900,11,10.0,261.2,0.0,27.0,2,0,0,36
Ibrahima,Konaté,0,0,1570,19,139.9,357.4,87.0,58.5,6,1,3,49
Luis,Díaz,8,7,2625,33,844.0,613.0,1190.0,264.6,7,0,3,76
Alexis,Mac Allister,5,5,2600,34,726.7,712.4,224.0,166.2,6,1,7,59
Joel,Matip,0,0,779,9,33.3,192.8,35.0,26.1,2,0,2,48
Nathaniel,Phillips,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Andrew,Robertson,3,2,1689,22,936.1,552.2,230.0,171.9,3,0,2,65
Mohamed,Salah,18,12,2531,30,892.2,1033.8,1531.0,346.0,8,0,2,134
Dominik,Szoboszlai,3,4,2102,23,830.0,423.4,377.0,162.8,8,0,1,71
Thiago,Alcántara do Nascimento,0,0,5,1,0.4,0.6,0.0,0.1,0,0,0,47
Konstantinos,Tsimikas,0,3,675,7,267.5,158.8,35.0,46.2,4,0,0,43
Sepp,van den Berg,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Virgil,van Dijk,2,2,3177,40,176.3,911.2,449.0,153.8,9,1,3,66
Jarell,Quansah,2,0,1188,15,58.8,331.6,104.0,49.4,2,0,1,40
Bobby,Clark,0,0,86,0,5.3,11.6,19.0,3.6,0,0,0,44
Ben,Doak,0,0,13,0,0.8,0.2,0.0,0.1,0,0,0,43
James,McConnell,0,0,3,0,0.4,1.0,0.0,0.1,0,0,0,44
Wataru,Endo,1,0,1714,16,269.5,281.6,53.0,60.1,6,0,10,54
Ryan,Gravenberch,1,0,1110,17,229.4,187.0,198.0,61.5,3,0,0,50
Luke,Chambers,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Callum,Scanlon,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Treymaurice,Nyoni,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Marcelo,de Araújo Pitaluga Filho,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Conor,Bradley,1,3,752,7,215.8,230.4,160.0,60.6,3,0,2,41
Owen,Beck,0,0,7,0,0.3,5.0,0.0,0.5,0,0,0,45
Kaide,Gordon,0,0,1,0,0.3,0.2,2.0,0.3,0,0,0,45
Lewis,Koumas,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Fabian,Mrozek,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Jayden,Danns,0,0,7,0,3.7,0.0,0.0,0.2,0,0,1,43
Amara,Nallo,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Albert,Sambi Lokonga,1,3,1304,31,154.9,289.8,56.0,49.9,2,0,4,49
Marvelous,Nakamba,0,0,1131,24,102.8,146.4,14.0,26.5,0,0,5,43
Elijah,Adebayo,10,1,1405,36,177.0,413.6,527.0,111.8,2,0,1,48
Mads Juel,Andersen,1,0,397,6,1.8,126.8,27.0,15.6,0,0,1,38
Amari'i,Bell,0,0,1720,41,119.6,358.2,50.0,52.7,2,0,0,38
Luke,Berry,2,1,309,8,29.7,112.6,117.0,25.6,0,0,1,46
Reece,Burke,0,4,1659,37,172.4,406.4,131.0,70.9,1,0,5,40
Allan,Campbell,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,49
Jordan,Clark,1,1,1297,41,187.5,198.8,177.0,56.5,1,0,4,48
Alfie,Doughty,2,10,2923,74,1126.0,690.4,318.0,213.3,2,0,5,43
Luke,Freeman,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,49
Matt,Macey,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
John,McAtee,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Carlos,Mendes Gomes,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Carlton,Morris,11,6,2859,72,305.6,620.2,908.0,183.4,3,0,4,47
Admiral,Muskwe,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Chiedozie,Ogbene,4,4,1987,47,378.3,412.6,486.0,127.7,2,0,1,48
Fred,Onyedinma,0,0,403,14,32.8,36.2,71.0,14.1,0,0,1,50
Gabriel,Osho,2,0,1846,47,37.9,448.6,103.0,59.0,2,0,3,44
Aribim,Pepple,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Dion,Pereira,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Dan,Potts,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39
Glen,Rea,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
James,Shea,0,0,14,0,0.0,11.0,0.0,1.1,0,0,0,42
Joe,Taylor,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Elliot,Thorpe,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45
Jack,Walton,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40
Louie,Watson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44
Cauley,Woodrow,1,1,406,11,127.1,127.0,103.0,35.8,0,0,2,43
