first_name,second_name,goals_scored,assists,minutes,goals_conceded,creativity,influence,threat,ict_index,clean_sheets,red_cards,yellow_cards,now_cost,element_type
Chris,Mepham,0,1,613,16,40.0,142.6,27.0,21.0,1,0,2,43,DEF
Kieffer,Moore,1,0,100,2,27.9,37.4,81.0,14.1,0,0,0,46,FWD
Norberto,Murara Neto,0,0,2880,55,0.0,875.2,0.0,87.5,7,0,5,46,GK
Dango,Ouattara,1,2,1214,24,245.4,298.4,332.0,87.8,5,0,3,47,MID
Ben,Pearson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Darren,Randolph,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
Joe,Rothwell,0,0,380,12,63.9,45.8,5.0,11.6,0,0,0,48,MID
Antoine,Semenyo,8,4,2099,33,411.2,506.8,748.0,166.8,8,0,6,45,FWD
Marcos,Senesi,4,5,2239,44,311.2,735.0,147.0,119.7,6,0,13,44,DEF
Adam,Smith,0,3,2148,33,296.5,336.4,27.0,66.1,8,0,6,44,DEF
Dominic,Solanke,19,3,3325,61,479.6,902.0,1348.0,272.7,10,0,3,69,FWD
Marcus,Tavernier,3,4,2118,38,649.4,468.4,460.0,157.8,8,0,3,50,MID
Hamed,Traorè,0,0,44,1,14.8,12.8,30.0,5.7,0,0,0,47,MID
Mark,Travers,0,0,360,5,0.0,92.6,0.0,9.3,2,0,0,40,GK
Illia,Zabarnyi,1,0,3330,67,111.1,686.0,117.0,91.5,8,0,5,44,DEF
Milos,Kerkez,0,2,1966,37,216.5,310.0,150.0,67.7,6,1,4,44,DEF
Ionuț,Radu,0,0,180,7,0.0,33.0,0.0,3.3,0,0,0,43,GK
Ben,Greenwood,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Max,Aarons,0,1,1233,35,114.0,179.6,27.0,31.8,2,0,1,44,DEF
Alex,Scott,1,1,1003,25,294.7,197.0,116.0,60.7,3,0,3,49,MID
Tyler,Adams,0,0,118,3,14.1,24.6,10.0,4.9,0,0,0,49,MID
Luis,Sinisterra,2,2,685,18,251.4,221.4,343.0,81.7,1,0,0,55,MID
Romain,Faivre,0,0,37,1,2.5,5.0,13.0,1.8,0,0,1,50,MID
Max,Kinsey,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Enes,Ünal,2,4,317,9,58.6,142.4,242.0,43.7,1,0,1,50,FWD
Dominic,Sadi,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Michael,Dacosta Gonzalez,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Callan,McKenna,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Kristoffer,Ajer,2,1,1826,33,166.6,406.8,223.0,79.7,5,0,5,44,DEF
Ellery,Balcombe,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
Shandon,Baptiste,1,1,222,5,54.8,92.4,60.0,20.6,0,0,1,43,MID
Mads,Bech Sørensen,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Mads,Bidstrup,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Sergi,Canós Tenés,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50,MID
Nathan,Collins,1,1,2649,51,151.5,653.8,180.0,98.7,7,0,3,45,DEF
Matthew,Cox,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Mikkel,Damsgaard,0,4,829,9,179.1,162.6,103.0,44.7,5,0,2,48,MID
Josh,Dasilva,0,0,22,0,15.4,6.8,14.0,3.6,0,0,0,47,MID
Halil,Dervişoğlu,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Mark,Flekken,0,1,3285,63,40.3,921.2,0.0,96.2,7,0,3,47,GK
Charlie,Goode,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,DEF
Rico,Henry,0,1,401,5,67.9,72.8,17.0,15.7,1,0,1,42,DEF
Aaron,Hickey,0,0,713,12,28.4,66.6,37.0,12.9,2,0,5,43,DEF
Vitaly,Janelt,1,4,3054,52,562.5,503.4,285.0,135.3,9,0,8,52,MID
Mathias,Jensen,3,4,2201,45,689.3,481.2,135.0,130.4,9,0,5,52,MID
Keane,Lewis-Potter,3,2,1428,29,203.8,280.0,573.0,105.6,6,0,0,47,MID
Bryan,Mbeumo,9,7,1957,31,572.1,554.2,576.0,170.1,5,0,2,68,MID
Ben,Mee,2,1,1272,28,88.2,334.8,118.0,54.2,1,1,1,47,DEF
Christian,Nørgaard,2,1,2504,51,396.2,501.8,316.0,121.8,6,0,8,52,MID
Frank,Onyeka,1,2,1147,27,178.3,259.0,189.0,62.6,1,0,8,49,MID
Ethan,Pinnock,2,0,2521,46,63.4,653.2,221.0,94.2,5,0,1,45,DEF
Mads,Roerslev Rasmussen,1,2,1975,40,281.3,382.0,94.0,76.3,5,0,1,44,DEF
Kevin,Schade,2,2,327,5,58.3,105.8,100.0,26.2,1,0,0,52,MID
Thomas,Strakosha,0,0,135,2,0.0,42.8,0.0,4.3,0,0,0,39,GK
Ivan,Toney,4,3,1449,30,206.5,289.6,524.0,101.7,3,0,5,77,FWD
Ryan,Trevitt,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Yoane,Wissa,12,4,2488,40,384.0,592.8,769.0,173.2,11,0,7,57,FWD
Yegor,Yarmoliuk,0,0,670,9,66.9,98.4,127.0,29.0,4,0,2,42,MID
Mathias,Jorgensen,1,0,1086,24,94.0,216.0,90.0,40.0,2,0,4,43,DEF
Neal,Maupay,6,3,1417,37,242.5,325.8,568.0,112.6,4,0,8,49,FWD
Sergio,Reguilón,0,6,1524,30,436.3,390.2,111.0,93.8,5,1,7,45,DEF
Michael,Olakigbe,0,0,51,0,4.1,4.8,27.0,3.5,0,0,0,45,MID
Ethan,Brierley,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Saman,Ghoddos,1,0,728,20,163.8,139.8,45.0,35.1,0,0,5,45,MID
Ji-Soo,Kim,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Valintino,Adedokun,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Myles,Peart-Harris,0,0,11,0,10.9,2.2,2.0,1.5,0,0,0,45,MID
Vincent,Angelini,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Hákon,Valdimarsson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Benjamin,Fredrick,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Benjamin,Arthur,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Yunus,Konak,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Simon,Adingra,6,1,2220,38,507.8,477.6,751.0,173.4,4,0,3,50,MID
Steven,Alzate,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Yasin,Ayari,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Facundo,Buonanotte,3,1,1356,19,291.3,254.8,238.0,78.4,6,0,7,47,MID
Aaron,Connolly,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,FWD
Mahmoud,Dahoud,0,1,449,6,127.2,70.4,24.0,21.7,1,1,1,48,MID
Lewis,Dunk,3,1,2869,53,205.4,823.0,389.0,141.7,5,1,6,52,DEF
Julio,Enciso,0,2,468,12,131.7,81.0,157.0,36.9,0,0,2,50,MID
Pervis,Estupiñán,2,3,1242,26,382.6,350.8,156.0,89.0,3,0,4,47,DEF
Evan,Ferguson,6,1,1356,28,106.7,275.0,393.0,77.3,2,0,1,57,FWD
Billy,Gilmour,0,3,2116,37,481.5,291.4,104.0,87.7,6,1,8,48,MID
Pascal,Groß,4,11,3112,50,1674.9,988.6,434.0,309.9,7,0,6,61,MID
João Pedro,Junqueira de Jesus,9,3,2037,38,578.8,622.4,932.0,213.4,5,0,2,52,FWD
Michał,Karbownik,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Kacper,Kozłowski,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Adam,Lallana,0,1,839,13,248.7,83.0,130.0,45.8,2,0,2,49,MID
Tariq,Lamptey,0,3,908,20,173.7,144.6,60.0,37.6,1,0,3,39,DEF
Solly,March,3,1,555,11,126.5,197.4,139.0,46.4,2,0,1,61,MID
Tom,McGill,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
James,Milner,0,2,770,12,253.5,152.8,61.0,46.8,4,0,3,48,MID
Kaoru,Mitoma,3,7,1485,27,375.1,327.6,636.0,134.0,1,0,4,64,MID
Jakub,Moder,0,0,608,13,82.3,87.2,84.0,25.4,1,0,2,44,MID
Jeremy,Sarmiento Morante,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Kjell,Scherpen,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Jason,Steele,0,0,1530,34,0.1,382.2,0.0,38.2,2,0,0,40,GK
Deniz,Undav,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,55,FWD
Jan Paul,van Hecke,0,0,2368,38,176.4,631.8,175.0,98.5,5,0,4,40,DEF
Joël,Veltman,1,1,1579,32,97.8,320.8,98.0,51.8,3,0,4,43,DEF
Bart,Verbruggen,0,0,1890,28,1.0,541.4,0.0,54.3,4,0,3,44,GK
Adam,Webster,0,0,1142,22,89.3,252.2,54.0,39.7,2,0,2,42,DEF
Danny,Welbeck,5,4,1687,28,320.9,326.2,492.0,114.0,8,0,4,57,FWD
Andi,Zeqiri,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,FWD
Igor Julio,dos Santos de Paulo,0,0,1631,26,135.5,297.8,23.0,45.8,2,0,4,43,DEF
Jack,Hinshelwood,3,0,866,17,118.9,200.2,230.0,55.0,2,0,1,45,MID
Carlos,Baleba,0,0,1314,28,134.7,179.8,72.0,38.8,2,0,7,45,MID
Anssumane,Fati Vieira,2,1,509,12,92.1,121.4,292.0,50.5,1,0,2,64,MID
Mark,O’Mahony,0,0,61,1,1.6,6.0,6.0,1.3,0,0,1,45,FWD
Benicio,Baker-Boaitey,0,0,37,1,12.6,4.6,4.0,1.9,0,0,1,45,MID
Ben,Jackson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Joshua,Duffus,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Leigh,Kavanagh,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Luca,Barrington,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Cameron,Peupion,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Valentín,Barco,0,0,307,9,69.6,44.8,39.0,15.5,0,0,1,40,DEF
Samy,Chouchane,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Odeluga,Offiah,0,0,126,3,5.5,6.4,4.0,1.6,0,0,0,40,DEF
Noël,Atom,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Enock,Agyei,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,42,MID
Ameen,Al-Dakhil,1,0,1055,26,42.8,193.0,84.0,32.0,0,0,1,38,DEF
Samuel,Bastien,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,49,MID
Manuel Benson,Hedilazio,0,0,110,5,26.4,17.6,30.0,7.5,0,0,0,52,MID
Jordan,Beyer,0,1,1234,23,46.1,330.8,35.0,41.3,2,0,6,39,DEF
Josh,Brownhill,4,2,2248,56,501.5,499.0,234.0,123.5,2,1,4,47,MID
Darko,Churlinov,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,MID
Jack,Cork,0,0,25,0,5.2,4.2,2.0,1.1,0,0,0,48,MID
Dara,Costelloe,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,MID
Josh,Cullen,2,4,2055,48,426.7,458.0,106.0,98.9,0,0,9,50,MID
CJ,Egan-Riley,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,DEF
Hjalmar,Ekdal,0,0,436,8,15.9,76.6,15.0,10.7,1,0,2,39,DEF
Lyle,Foster,5,3,1898,43,263.4,364.2,467.0,109.6,2,1,0,47,FWD
Denis,Franchi,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
Jóhann Berg,Gudmundsson,1,3,1185,25,515.6,234.6,158.0,91.0,2,0,2,48,MID
Luke,McNally,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Arijanet,Muric,0,0,900,16,40.3,513.0,0.0,55.3,0,0,0,43,GK
Dara,O'Shea,3,4,2892,71,189.7,772.0,213.0,117.7,2,1,5,44,DEF
Michael,Obafemi,0,0,19,0,0.6,0.0,17.0,1.7,0,0,0,49,FWD
Bailey,Peacock-Farrell,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Connor,Roberts,0,1,817,23,104.1,142.8,12.0,25.7,0,1,3,43,DEF
Jay,Rodriguez,2,1,811,18,66.2,138.8,232.0,42.6,1,0,0,53,FWD
Charlie,Taylor,1,1,2329,46,275.7,395.6,59.0,73.3,2,0,8,39,DEF
Bobby,Thomas,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Scott,Twine,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,49,MID
Lawrence,Vigouroux,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
Victor,da Silva,0,3,2311,44,200.8,305.4,228.0,73.0,2,0,1,44,DEF
Wout,Weghorst,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,55,FWD
Anass,Zaroury,0,0,149,4,36.3,6.8,19.0,5.6,0,1,0,46,MID
David Datro,Fofana,4,1,876,18,111.7,212.0,273.0,59.2,1,0,1,50,FWD
Sander,Berge,1,2,3002,70,446.3,533.6,161.0,114.3,2,1,8,46,MID
Zeki,Amdouni,5,1,1953,41,246.5,372.8,509.0,112.4,5,0,2,51,FWD
James,Trafford,0,0,2520,62,3.3,903.6,0.0,90.7,2,0,2,44,GK
Nathan,Redmond,0,0,132,5,52.5,23.8,18.0,9.4,0,0,1,47,MID
Luca,Koleosho,1,2,972,23,147.9,86.8,213.0,44.5,3,0,0,48,MID
Jacob,Bruun Larsen,6,0,1235,23,416.5,335.8,448.0,119.5,3,0,1,48,MID
Owen,Dodgson,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Wilson,Odobert,3,4,2095,48,435.4,331.0,445.0,121.1,2,0,3,50,MID
Hannes,Delcroix,0,0,584,25,57.8,110.0,42.0,20.9,0,0,2,40,DEF
Aaron,Ramsey,0,0,522,17,28.0,51.2,53.0,12.7,0,0,1,50,MID
Han-Noah,Massengo,0,0,14,0,0.1,2.8,0.0,0.3,0,0,0,49,MID
Mike,Trésor,0,0,410,10,110.5,44.4,24.0,18.0,0,0,0,52,MID
Lorenz,Assignon,1,2,1235,32,176.0,270.2,119.0,56.6,0,1,3,40,DEF
Maxime,Esteve,0,0,1310,28,38.9,229.2,29.0,29.9,0,0,6,40,DEF
Moisés,Caicedo Corozo,1,3,2865,50,403.2,613.6,68.0,108.2,7,0,11,45,MID
Robert,Sánchez,0,0,1433,25,0.1,450.6,0.0,45.2,3,0,2,45,GK
Ethan,Ampadu,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Andrey,Nascimento dos Santos,0,0,7,0,0.5,0.0,3.0,0.2,0,0,0,42,MID
Kepa,Arrizabalaga,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50,GK
Pierre-Emerick,Aubameyang,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,65,FWD
César,Azpilicueta,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,45,DEF
Abdul Rahman,Baba,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,DEF
Benoît,Badiashile,0,1,1337,31,87.4,336.4,51.0,47.5,3,0,3,44,DEF
Marcus,Bettinelli,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,40,GK
Trevoh,Chalobah,1,0,949,14,45.4,250.8,38.0,33.4,3,0,1,43,DEF
Ben,Chilwell,0,2,752,14,212.8,128.4,139.0,48.0,1,0,5,54,DEF
Carney,Chukwuemeka,1,1,222,5,68.6,78.4,52.0,19.9,0,0,2,42,MID
Levi,Colwill,1,1,1794,26,113.2,394.6,163.0,67.2,5,0,2,46,DEF
Marc,Cucurella Saseta,0,3,1783,33,283.9,384.4,122.0,79.3,4,0,10,49,DEF
Enzo,Fernández,3,3,2208,47,567.7,527.2,369.0,146.3,5,0,7,48,MID
Wesley,Fofana,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,44,DEF
Conor,Gallagher,5,8,3129,56,821.5,754.8,401.0,197.4,8,1,7,54,MID
Malo,Gusto,0,6,1746,28,494.8,434.8,174.0,110.4,5,1,7,43,DEF
Reece,James,0,2,416,13,172.1,137.4,61.0,37.1,0,2,0,53,DEF
Romelu,Lukaku Bolingoli,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,68,FWD
Noni,Madueke,5,3,1044,19,287.5,341.6,401.0,102.8,4,0,2,53,MID
Mykhailo,Mudryk,5,5,1564,28,457.5,347.2,420.0,122.4,7,0,5,63,MID
Nicolas,Jackson,14,6,2801,48,501.7,783.8,1098.0,237.7,9,0,10,70,FWD
Christopher,Nkunku,3,0,437,12,74.5,134.6,222.0,42.7,0,0,0,72,FWD
Christian,Pulisic,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,55,MID
Malang,Sarr,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,43,DEF
Gabriel,Słonina,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,40,GK
Raheem,Sterling,8,8,1972,38,473.7,502.8,747.0,172.1,5,0,7,68,MID
Thiago,Emiliano da Silva,3,1,2525,45,138.7,797.0,165.0,110.6,7,0,4,50,DEF
Hakim,Ziyech,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,54,MID
Cole,Palmer,22,13,2617,46,1022.5,1240.2,1016.0,327.8,7,0,7,63,MID
Ângelo Gabriel,Borges Damaceno,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,50,MID
Ian,Maatsen,0,0,200,5,44.8,29.4,29.0,10.3,0,0,1,51,MID
Axel,Disasi,2,0,2579,50,105.5,573.2,172.0,85.1,5,0,6,49,DEF
Lesley,Ugochukwu,0,0,296,6,44.4,60.8,4.0,10.9,1,0,2,44,MID
Mason,Burstow,0,0,8,1,0.6,0.4,2.0,0.3,0,0,0,45,FWD
Lucas,Bergström,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,39,GK
Roméo,Lavia,0,0,32,0,1.9,3.6,0.0,0.6,0,0,0,49,MID
